Pixel Value,Distance,Concentration
6,499.6901082011318,0.5064587501696343
0,499.6901082011318,0.5064587501696343
0,499.6901082011318,0.5064587501696343
6,499.6901082011318,0.5064587501696343
0,500.1479547180083,0.5064587501696343
0,500.1479547180083,0.5064587501696343
6,500.1479547180083,0.5064587501696343
0,500.1479547180083,0.5064587501696343
0,500.6063064677872,0.5064587501696343
6,500.6063064677872,0.5064587501696343
0,500.6063064677872,0.5064587501696343
0,500.6063064677872,0.5064587501696343
6,501.0651642872157,0.5064587501696343
0,501.0651642872157,0.5064587501696343
0,501.0651642872157,0.5064587501696343
6,501.0651642872157,0.5064587501696343
5,999.7194582951244,0.2998544581590927
1,999.7194582951244,0.2998544581590927
2,999.7194582951244,0.2998544581590927
5,999.7194582951244,0.2998544581590927
1,1000.8952365755066,0.2998544581590927
2,1000.8952365755066,0.2998544581590927
5,1000.8952365755066,0.2998544581590927
1,1000.8952365755066,0.2998544581590927
2,1002.0730951105124,0.2998544581590927
5,1002.0730951105124,0.2998544581590927
1,1002.0730951105124,0.2998544581590927
2,1002.0730951105124,0.2998544581590927
5,1003.2530394257902,0.2998544581590927
1,1003.2530394257902,0.2998544581590927
2,1003.2530394257902,0.2998544581590927
5,1003.2530394257902,0.2998544581590927
1,1498.9333812062196,0.4805328108870451
0,1498.9333812062196,0.4805328108870451
0,1498.9333812062196,0.4805328108870451
1,1498.9333812062196,0.4805328108870451
0,1501.1579324585366,0.4805328108870451
0,1501.1579324585366,0.4805328108870451
2,1501.1579324585366,0.4805328108870451
0,1501.1579324585366,0.4805328108870451
1,1503.387900081514,0.4805328108870451
2,1503.387900081514,0.4805328108870451
0,1503.387900081514,0.4805328108870451
3,1503.387900081514,0.4805328108870451
2,1505.6233038810562,0.4805328108870451
0,1505.6233038810562,0.4805328108870451
1,1505.6233038810562,0.4805328108870451
2,1505.6233038810562,0.4805328108870451
2,1999.8839769469453,0.5358109886298738
2,1999.8839769469453,0.5358109886298738
4,1999.8839769469453,0.5358109886298738
2,1999.8839769469453,0.5358109886298738
2,2003.494756412964,0.5358109886298738
4,2003.494756412964,0.5358109886298738
2,2003.494756412964,0.5358109886298738
2,2003.494756412964,0.5358109886298738
4,2007.116742212081,0.5358109886298738
2,2007.116742212081,0.5358109886298738
2,2007.116742212081,0.5358109886298738
4,2007.116742212081,0.5358109886298738
2,2010.7499865949576,0.5358109886298738
2,2010.7499865949576,0.5358109886298738
4,2010.7499865949576,0.5358109886298738
2,2010.7499865949576,0.5358109886298738
6,499.6901082011318,0.5062461900700397
0,499.6901082011318,0.5062461900700397
0,499.6901082011318,0.5062461900700397
6,499.6901082011318,0.5062461900700397
0,500.1479547180083,0.5062461900700397
0,500.1479547180083,0.5062461900700397
6,500.1479547180083,0.5062461900700397
0,500.1479547180083,0.5062461900700397
0,500.6063064677872,0.5062461900700397
6,500.6063064677872,0.5062461900700397
0,500.6063064677872,0.5062461900700397
0,500.6063064677872,0.5062461900700397
6,501.0651642872157,0.5062461900700397
0,501.0651642872157,0.5062461900700397
0,501.0651642872157,0.5062461900700397
6,501.0651642872157,0.5062461900700397
3,999.7194582951244,0.2991437269289929
2,999.7194582951244,0.2991437269289929
0,999.7194582951244,0.2991437269289929
3,999.7194582951244,0.2991437269289929
2,1000.8952365755066,0.2991437269289929
0,1000.8952365755066,0.2991437269289929
3,1000.8952365755066,0.2991437269289929
2,1000.8952365755066,0.2991437269289929
0,1002.0730951105124,0.2991437269289929
3,1002.0730951105124,0.2991437269289929
2,1002.0730951105124,0.2991437269289929
0,1002.0730951105124,0.2991437269289929
3,1003.2530394257902,0.2991437269289929
2,1003.2530394257902,0.2991437269289929
0,1003.2530394257902,0.2991437269289929
3,1003.2530394257902,0.2991437269289929
3,1498.9333812062196,0.4805328108870451
2,1498.9333812062196,0.4805328108870451
0,1498.9333812062196,0.4805328108870451
3,1498.9333812062196,0.4805328108870451
2,1501.1579324585366,0.4805328108870451
0,1501.1579324585366,0.4805328108870451
3,1501.1579324585366,0.4805328108870451
2,1501.1579324585366,0.4805328108870451
0,1503.387900081514,0.4805328108870451
3,1503.387900081514,0.4805328108870451
2,1503.387900081514,0.4805328108870451
0,1503.387900081514,0.4805328108870451
3,1505.6233038810562,0.4805328108870451
2,1505.6233038810562,0.4805328108870451
0,1505.6233038810562,0.4805328108870451
3,1505.6233038810562,0.4805328108870451
3,1999.8839769469453,0.5355879811387572
2,1999.8839769469453,0.5355879811387572
0,1999.8839769469453,0.5355879811387572
3,1999.8839769469453,0.5355879811387572
2,2003.494756412964,0.5355879811387572
0,2003.494756412964,0.5355879811387572
3,2003.494756412964,0.5355879811387572
2,2003.494756412964,0.5355879811387572
0,2007.116742212081,0.5355879811387572
3,2007.116742212081,0.5355879811387572
2,2007.116742212081,0.5355879811387572
0,2007.116742212081,0.5355879811387572
3,2010.7499865949576,0.5355879811387572
2,2010.7499865949576,0.5355879811387572
0,2010.7499865949576,0.5355879811387572
3,2010.7499865949576,0.5355879811387572
6,499.6901082011318,0.5066713112205052
0,499.6901082011318,0.5066713112205052
0,499.6901082011318,0.5066713112205052
6,499.6901082011318,0.5066713112205052
0,500.1479547180083,0.5066713112205052
0,500.1479547180083,0.5066713112205052
6,500.1479547180083,0.5066713112205052
0,500.1479547180083,0.5066713112205052
0,500.6063064677872,0.5066713112205052
6,500.6063064677872,0.5066713112205052
0,500.6063064677872,0.5066713112205052
0,500.6063064677872,0.5066713112205052
6,501.0651642872157,0.5066713112205052
0,501.0651642872157,0.5066713112205052
0,501.0651642872157,0.5066713112205052
6,501.0651642872157,0.5066713112205052
5,999.7194582951244,0.2996175471549377
1,999.7194582951244,0.2996175471549377
2,999.7194582951244,0.2996175471549377
5,999.7194582951244,0.2996175471549377
1,1000.8952365755066,0.2996175471549377
2,1000.8952365755066,0.2996175471549377
5,1000.8952365755066,0.2996175471549377
1,1000.8952365755066,0.2996175471549377
2,1002.0730951105124,0.2996175471549377
5,1002.0730951105124,0.2996175471549377
1,1002.0730951105124,0.2996175471549377
2,1002.0730951105124,0.2996175471549377
5,1003.2530394257902,0.2996175471549377
1,1003.2530394257902,0.2996175471549377
2,1003.2530394257902,0.2996175471549377
5,1003.2530394257902,0.2996175471549377
3,1498.9333812062196,0.4803050495822871
1,1498.9333812062196,0.4803050495822871
4,1498.9333812062196,0.4803050495822871
3,1498.9333812062196,0.4803050495822871
1,1501.1579324585366,0.4803050495822871
4,1501.1579324585366,0.4803050495822871
3,1501.1579324585366,0.4803050495822871
1,1501.1579324585366,0.4803050495822871
4,1503.387900081514,0.4803050495822871
3,1503.387900081514,0.4803050495822871
1,1503.387900081514,0.4803050495822871
4,1503.387900081514,0.4803050495822871
3,1505.6233038810562,0.4803050495822871
1,1505.6233038810562,0.4803050495822871
4,1505.6233038810562,0.4803050495822871
3,1505.6233038810562,0.4803050495822871
3,1999.8839769469453,0.5353649744767864
2,1999.8839769469453,0.5353649744767864
0,1999.8839769469453,0.5353649744767864
3,1999.8839769469453,0.5353649744767864
2,2003.494756412964,0.5353649744767864
0,2003.494756412964,0.5353649744767864
3,2003.494756412964,0.5353649744767864
2,2003.494756412964,0.5353649744767864
0,2007.116742212081,0.5353649744767864
3,2007.116742212081,0.5353649744767864
2,2007.116742212081,0.5353649744767864
0,2007.116742212081,0.5353649744767864
3,2010.7499865949576,0.5353649744767864
2,2010.7499865949576,0.5353649744767864
0,2010.7499865949576,0.5353649744767864
3,2010.7499865949576,0.5353649744767864
6,499.6901082011318,0.507096436176076
0,499.6901082011318,0.507096436176076
0,499.6901082011318,0.507096436176076
6,499.6901082011318,0.507096436176076
0,500.1479547180083,0.507096436176076
0,500.1479547180083,0.507096436176076
6,500.1479547180083,0.507096436176076
0,500.1479547180083,0.507096436176076
0,500.6063064677872,0.507096436176076
6,500.6063064677872,0.507096436176076
0,500.6063064677872,0.507096436176076
0,500.6063064677872,0.507096436176076
6,501.0651642872157,0.507096436176076
0,501.0651642872157,0.507096436176076
0,501.0651642872157,0.507096436176076
6,501.0651642872157,0.507096436176076
5,999.7194582951244,0.3003282819497681
1,999.7194582951244,0.3003282819497681
0,999.7194582951244,0.3003282819497681
5,999.7194582951244,0.3003282819497681
1,1000.8952365755066,0.3003282819497681
0,1000.8952365755066,0.3003282819497681
5,1000.8952365755066,0.3003282819497681
1,1000.8952365755066,0.3003282819497681
0,1002.0730951105124,0.3003282819497681
5,1002.0730951105124,0.3003282819497681
1,1002.0730951105124,0.3003282819497681
0,1002.0730951105124,0.3003282819497681
5,1003.2530394257902,0.3003282819497681
1,1003.2530394257902,0.3003282819497681
0,1003.2530394257902,0.3003282819497681
5,1003.2530394257902,0.3003282819497681
3,1498.9333812062196,0.4803050495822871
2,1498.9333812062196,0.4803050495822871
0,1498.9333812062196,0.4803050495822871
3,1498.9333812062196,0.4803050495822871
2,1501.1579324585366,0.4803050495822871
0,1501.1579324585366,0.4803050495822871
3,1501.1579324585366,0.4803050495822871
2,1501.1579324585366,0.4803050495822871
0,1503.387900081514,0.4803050495822871
4,1503.387900081514,0.4803050495822871
3,1503.387900081514,0.4803050495822871
1,1503.387900081514,0.4803050495822871
3,1505.6233038810562,0.4803050495822871
2,1505.6233038810562,0.4803050495822871
0,1505.6233038810562,0.4803050495822871
3,1505.6233038810562,0.4803050495822871
3,1999.8839769469453,0.5587852011195678
1,1999.8839769469453,0.5587852011195678
4,1999.8839769469453,0.5587852011195678
3,1999.8839769469453,0.5587852011195678
1,2003.494756412964,0.5587852011195678
4,2003.494756412964,0.5587852011195678
3,2003.494756412964,0.5587852011195678
1,2003.494756412964,0.5587852011195678
4,2007.116742212081,0.5587852011195678
3,2007.116742212081,0.5587852011195678
1,2007.116742212081,0.5587852011195678
4,2007.116742212081,0.5587852011195678
3,2010.7499865949576,0.5587852011195678
1,2010.7499865949576,0.5587852011195678
4,2010.7499865949576,0.5587852011195678
3,2010.7499865949576,0.5587852011195678
6,499.6901082011318,0.5068838732226525
0,499.6901082011318,0.5068838732226525
0,499.6901082011318,0.5068838732226525
6,499.6901082011318,0.5068838732226525
0,500.1479547180083,0.5068838732226525
0,500.1479547180083,0.5068838732226525
6,500.1479547180083,0.5068838732226525
0,500.1479547180083,0.5068838732226525
0,500.6063064677872,0.5068838732226525
6,500.6063064677872,0.5068838732226525
0,500.6063064677872,0.5068838732226525
0,500.6063064677872,0.5068838732226525
6,501.0651642872157,0.5068838732226525
0,501.0651642872157,0.5068838732226525
0,501.0651642872157,0.5068838732226525
6,501.0651642872157,0.5068838732226525
6,999.7194582951244,0.2998544581590927
0,999.7194582951244,0.2998544581590927
0,999.7194582951244,0.2998544581590927
6,999.7194582951244,0.2998544581590927
0,1000.8952365755066,0.2998544581590927
0,1000.8952365755066,0.2998544581590927
6,1000.8952365755066,0.2998544581590927
0,1000.8952365755066,0.2998544581590927
0,1002.0730951105124,0.2998544581590927
6,1002.0730951105124,0.2998544581590927
0,1002.0730951105124,0.2998544581590927
0,1002.0730951105124,0.2998544581590927
6,1003.2530394257902,0.2998544581590927
0,1003.2530394257902,0.2998544581590927
0,1003.2530394257902,0.2998544581590927
6,1003.2530394257902,0.2998544581590927
3,1498.9333812062196,0.5995325431811789
2,1498.9333812062196,0.5995325431811789
0,1498.9333812062196,0.5995325431811789
3,1498.9333812062196,0.5995325431811789
2,1501.1579324585366,0.5995325431811789
0,1501.1579324585366,0.5995325431811789
3,1501.1579324585366,0.5995325431811789
2,1501.1579324585366,0.5995325431811789
0,1503.387900081514,0.5995325431811789
1,1503.387900081514,0.5995325431811789
0,1503.387900081514,0.5995325431811789
0,1503.387900081514,0.5995325431811789
3,1505.6233038810562,0.5995325431811789
2,1505.6233038810562,0.5995325431811789
0,1505.6233038810562,0.5995325431811789
3,1505.6233038810562,0.5995325431811789
6,499.6901082011318,0.5068838732226525
0,499.6901082011318,0.5068838732226525
0,499.6901082011318,0.5068838732226525
6,499.6901082011318,0.5068838732226525
0,500.1479547180083,0.5068838732226525
0,500.1479547180083,0.5068838732226525
6,500.1479547180083,0.5068838732226525
0,500.1479547180083,0.5068838732226525
0,500.6063064677872,0.5068838732226525
6,500.6063064677872,0.5068838732226525
0,500.6063064677872,0.5068838732226525
0,500.6063064677872,0.5068838732226525
6,501.0651642872157,0.5068838732226525
0,501.0651642872157,0.5068838732226525
0,501.0651642872157,0.5068838732226525
6,501.0651642872157,0.5068838732226525
6,999.7194582951244,0.3008021081169306
0,999.7194582951244,0.3008021081169306
0,999.7194582951244,0.3008021081169306
6,999.7194582951244,0.3008021081169306
0,1000.8952365755066,0.3008021081169306
0,1000.8952365755066,0.3008021081169306
6,1000.8952365755066,0.3008021081169306
0,1000.8952365755066,0.3008021081169306
0,1002.0730951105124,0.3008021081169306
6,1002.0730951105124,0.3008021081169306
0,1002.0730951105124,0.3008021081169306
0,1002.0730951105124,0.3008021081169306
6,1003.2530394257902,0.3008021081169306
0,1003.2530394257902,0.3008021081169306
0,1003.2530394257902,0.3008021081169306
6,1003.2530394257902,0.3008021081169306
12,499.6901082011318,0.5075215649367523
0,499.6901082011318,0.5075215649367523
2,499.6901082011318,0.5075215649367523
12,499.6901082011318,0.5075215649367523
2,500.1479547180083,0.5075215649367523
3,500.1479547180083,0.5075215649367523
12,500.1479547180083,0.5075215649367523
0,500.1479547180083,0.5075215649367523
2,500.6063064677872,0.5075215649367523
11,500.6063064677872,0.5075215649367523
1,500.6063064677872,0.5075215649367523
2,500.6063064677872,0.5075215649367523
12,501.0651642872157,0.5075215649367523
0,501.0651642872157,0.5075215649367523
2,501.0651642872157,0.5075215649367523
12,501.0651642872157,0.5075215649367523
12,999.7194582951244,0.3043558801211741
2,999.7194582951244,0.3043558801211741
3,999.7194582951244,0.3043558801211741
12,999.7194582951244,0.3043558801211741
2,1000.8952365755066,0.3043558801211741
3,1000.8952365755066,0.3043558801211741
12,1000.8952365755066,0.3043558801211741
2,1000.8952365755066,0.3043558801211741
3,1002.0730951105124,0.3043558801211741
12,1002.0730951105124,0.3043558801211741
2,1002.0730951105124,0.3043558801211741
3,1002.0730951105124,0.3043558801211741
11,1003.2530394257902,0.3043558801211741
1,1003.2530394257902,0.3043558801211741
2,1003.2530394257902,0.3043558801211741
12,1003.2530394257902,0.3043558801211741
6,499.6901082011318,0.5083718338734209
0,499.6901082011318,0.5083718338734209
0,499.6901082011318,0.5083718338734209
6,499.6901082011318,0.5083718338734209
0,500.1479547180083,0.5083718338734209
0,500.1479547180083,0.5083718338734209
6,500.1479547180083,0.5083718338734209
0,500.1479547180083,0.5083718338734209
0,500.6063064677872,0.5083718338734209
6,500.6063064677872,0.5083718338734209
0,500.6063064677872,0.5083718338734209
0,500.6063064677872,0.5083718338734209
6,501.0651642872157,0.5083718338734209
0,501.0651642872157,0.5083718338734209
0,501.0651642872157,0.5083718338734209
6,501.0651642872157,0.5083718338734209
107,1999.8839769469453,11.61371726912454
119,1999.8839769469453,11.61371726912454
138,2003.494756412964,11.61371726912454
163,2007.116742212081,11.61371726912454
106,2010.7499865949576,11.61371726912454
115,2010.7499865949576,11.61371726912454
79,499.6901082011318,0.5394170665377422
2,499.6901082011318,0.5394170665377422
10,499.6901082011318,0.5394170665377422
83,499.6901082011318,0.5394170665377422
2,500.1479547180083,0.5394170665377422
9,500.1479547180083,0.5394170665377422
87,500.1479547180083,0.5394170665377422
1,500.1479547180083,0.5394170665377422
10,500.6063064677872,0.5394170665377422
88,500.6063064677872,0.5394170665377422
1,500.6063064677872,0.5394170665377422
9,500.6063064677872,0.5394170665377422
78,501.0651642872157,0.5394170665377422
3,501.0651642872157,0.5394170665377422
10,501.0651642872157,0.5394170665377422
82,501.0651642872157,0.5394170665377422
68,499.6901082011318,1.107079187705713
66,499.6901082011318,1.107079187705713
64,500.1479547180083,1.107079187705713
65,500.6063064677872,1.107079187705713
67,501.0651642872157,1.107079187705713
66,501.0651642872157,1.107079187705713
235,999.7194582951244,13.47392438204379
235,999.7194582951244,13.47392438204379
234,1000.8952365755066,13.47392438204379
233,1002.0730951105124,13.47392438204379
226,1003.2530394257902,13.47392438204379
229,1003.2530394257902,13.47392438204379
238,499.6901082011318,12.77947190161935
238,499.6901082011318,12.77947190161935
237,500.1479547180083,12.77947190161935
234,500.6063064677872,12.77947190161935
237,501.0651642872157,12.77947190161935
232,501.0651642872157,12.77947190161935
237,499.6901082011318,19.81065713841402
236,499.6901082011318,19.81065713841402
238,500.1479547180083,19.81065713841402
237,500.6063064677872,19.81065713841402
232,501.0651642872157,19.81065713841402
231,501.0651642872157,19.81065713841402
232,499.6901082011318,19.61369256323208
234,499.6901082011318,19.61369256323208
236,500.1479547180083,19.61369256323208
235,500.6063064677872,19.61369256323208
228,501.0651642872157,19.61369256323208
233,501.0651642872157,19.61369256323208
230,499.6901082011318,19.34086400728798
229,499.6901082011318,19.34086400728798
228,500.1479547180083,19.34086400728798
230,500.6063064677872,19.34086400728798
231,501.0651642872157,19.34086400728798
228,501.0651642872157,19.34086400728798
237,1498.9333812062196,19.80821366751101
239,1498.9333812062196,19.80821366751101
240,1501.1579324585366,19.80821366751101
240,1503.387900081514,19.80821366751101
231,1505.6233038810562,19.80821366751101
235,1505.6233038810562,19.80821366751101
242,499.6901082011318,18.95011076579185
237,499.6901082011318,18.95011076579185
234,500.1479547180083,18.95011076579185
229,500.6063064677872,18.95011076579185
237,501.0651642872157,18.95011076579185
231,501.0651642872157,18.95011076579185
240,1498.9333812062196,19.59896802269722
241,1498.9333812062196,19.59896802269722
240,1501.1579324585366,19.59896802269722
239,1503.387900081514,19.59896802269722
232,1505.6233038810562,19.59896802269722
231,1505.6233038810562,19.59896802269722
227,499.6901082011318,18.67545242052624
228,499.6901082011318,18.67545242052624
228,500.1479547180083,18.67545242052624
228,500.6063064677872,18.67545242052624
225,501.0651642872157,18.67545242052624
221,501.0651642872157,18.67545242052624
240,1498.9333812062196,19.36296221215125
238,1498.9333812062196,19.36296221215125
238,1501.1579324585366,19.36296221215125
241,1503.387900081514,19.36296221215125
230,1505.6233038810562,19.36296221215125
229,1505.6233038810562,19.36296221215125
229,499.6901082011318,18.54508538334705
236,499.6901082011318,18.54508538334705
242,500.1479547180083,18.54508538334705
242,500.6063064677872,18.54508538334705
225,501.0651642872157,18.54508538334705
230,501.0651642872157,18.54508538334705
235,1498.9333812062196,19.09724371344425
237,1498.9333812062196,19.09724371344425
239,1501.1579324585366,19.09724371344425
242,1503.387900081514,19.09724371344425
230,1505.6233038810562,19.09724371344425
231,1505.6233038810562,19.09724371344425
230,499.6901082011318,18.18635960626439
231,499.6901082011318,18.18635960626439
233,500.1479547180083,18.18635960626439
236,500.6063064677872,18.18635960626439
225,501.0651642872157,18.18635960626439
226,501.0651642872157,18.18635960626439
238,1498.9333812062196,18.80318534783504
238,1498.9333812062196,18.80318534783504
238,1501.1579324585366,18.80318534783504
238,1503.387900081514,18.80318534783504
232,1505.6233038810562,18.80318534783504
232,1505.6233038810562,18.80318534783504
246,499.6901082011318,17.94023030379517
243,499.6901082011318,17.94023030379517
237,500.1479547180083,17.94023030379517
228,500.6063064677872,17.94023030379517
250,501.0651642872157,17.94023030379517
238,501.0651642872157,17.94023030379517
236,1498.9333812062196,18.49209993850997
240,1498.9333812062196,18.49209993850997
